1	1.09697
2	0.250782
3	0.0507733
4	0.00940055
5	0.00172751
6	0.000326863
7	6.21279e-05
8	1.16969e-05
9	2.19273e-06
10	3.99583e-07
11	7.23601e-08
12	1.29031e-08
13	2.25803e-09
14	3.97239e-10
15	6.77028e-11
16	1.10833e-11
17	1.79848e-12
18	3.18299e-13
19	5.42647e-14
20	8.2342e-15
